Country Name,Country Code,Series Name,Series Code,2017 [YR2017]
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2.84090624149766
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,88.1643600763276
Ireland,IRL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14283000000
Ireland,IRL,Net migration,SM.POP.NETM,23497
Ireland,IRL,Population growth (annual %),SP.POP.GROW,1.21797612090674
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,69.8738278414864
Isle of Man,IMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Isle of Man,IMN,Net migration,SM.POP.NETM,..
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,0.654670718928995
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,147.871929824561
Israel,ISR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,7572000000
Israel,ISR,Net migration,SM.POP.NETM,50002
Israel,ISR,Population growth (annual %),SP.POP.GROW,1.92839610371026
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,402.606284658041
Italy,ITA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,44548000000
Italy,ITA,Net migration,SM.POP.NETM,350000
Italy,ITA,Population growth (annual %),SP.POP.GROW,-0.125569717512104
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,205.859169103148
Jamaica,JAM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2809000000
Jamaica,JAM,Net migration,SM.POP.NETM,-93000
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,0.309928736523676
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,266.878947368421
Japan,JPN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,36979000000
Japan,JPN,Net migration,SM.POP.NETM,250000
Japan,JPN,Population growth (annual %),SP.POP.GROW,-0.164484036370785
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,347.777586679833
Jordan,JOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5549000000
Jordan,JOR,Net migration,SM.POP.NETM,0
Jordan,JOR,Population growth (annual %),SP.POP.GROW,2.57399120535817
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,109.285345798603
Kazakhstan,KAZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1990000000
Kazakhstan,KAZ,Net migration,SM.POP.NETM,0
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,1.35966055679997
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.6813520020743
Kenya,KEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1564000000
Kenya,KEN,Net migration,SM.POP.NETM,-50000
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2.52311056260112
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,87.3244930948449
Kiribati,KIR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kiribati,KIR,Net migration,SM.POP.NETM,-2126
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,1.73579813222954
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,143.701234567901
"Korea, Dem. People’s Rep.",PRK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Korea, Dem. People’s Rep.",PRK,Net migration,SM.POP.NETM,-10156
"Korea, Dem. People’s Rep.",PRK,Population growth (annual %),SP.POP.GROW,0.481109847789118
"Korea, Dem. People’s Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,211.701395232954
"Korea, Rep.",KOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,16999000000
"Korea, Rep.",KOR,Net migration,SM.POP.NETM,200000
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,0.429345229786812
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,527.918010624996
Kosovo,XKX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Kosovo,XKX,Net migration,SM.POP.NETM,..
Kosovo,XKX,Population growth (annual %),SP.POP.GROW,0.795200110124095
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,168.154679893451
Kuwait,KWT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,643000000
Kuwait,KWT,Net migration,SM.POP.NETM,100000
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,2.05020862742205
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,232.128395061728
Kyrgyz Republic,KGZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,480000000
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,-100001
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,1.98687425189114
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,32.3331595411887
Lao PDR,LAO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,768000000
Lao PDR,LAO,Net migration,SM.POP.NETM,-73518
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,1.46599628688074
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,29.7147313691508
Latvia,LVA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1082000000
Latvia,LVA,Net migration,SM.POP.NETM,-50000
Latvia,LVA,Population growth (annual %),SP.POP.GROW,-0.963887720402519
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,31.2116436153104
Lebanon,LBN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,8087000000
Lebanon,LBN,Net migration,SM.POP.NETM,-150000
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,1.25220998416619
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,594.560801564027
Lesotho,LSO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,23000000
Lesotho,LSO,Net migration,SM.POP.NETM,-19998
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,1.33051030175139
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,73.5618906455863
Liberia,LBR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Liberia,LBR,Net migration,SM.POP.NETM,-25000
Liberia,LBR,Population growth (annual %),SP.POP.GROW,2.52712836609116
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,49.1269310631229
Libya,LBY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Libya,LBY,Net migration,SM.POP.NETM,-9997
Libya,LBY,Population growth (annual %),SP.POP.GROW,1.28457467988888
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.62288780022051
Liechtenstein,LIE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Liechtenstein,LIE,Net migration,SM.POP.NETM,..
Liechtenstein,LIE,Population growth (annual %),SP.POP.GROW,0.677358783945653
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,237.0125
Lithuania,LTU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1587000000
Lithuania,LTU,Net migration,SM.POP.NETM,-25000
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,-1.42243765536668
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,45.1409742957446
Luxembourg,LUX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4980000000
Luxembourg,LUX,Net migration,SM.POP.NETM,25001
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,2.95163975314857
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,246.68683127572
"Macao SAR, China",MAC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35726000000
"Macao SAR, China",MAC,Net migration,SM.POP.NETM,25000
"Macao SAR, China",MAC,Population growth (annual %),SP.POP.GROW,1.68461319637167
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,20479.1778885587
Madagascar,MDG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,849000000
Madagascar,MDG,Net migration,SM.POP.NETM,-7500
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,2.68058464646082
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,43.9513492609144
Malawi,MWI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,35000000
Malawi,MWI,Net migration,SM.POP.NETM,-60000
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2.89029019490127
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,197.519134493
Malaysia,MYS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,18352000000
Malaysia,MYS,Net migration,SM.POP.NETM,250000
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,1.39148356363892
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,96.2540374372242
Maldives,MDV,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2886000000
Maldives,MDV,Net migration,SM.POP.NETM,9758
Maldives,MDV,Population growth (annual %),SP.POP.GROW,1.9845898234416
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1454.43333333333
Mali,MLI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Mali,MLI,Net migration,SM.POP.NETM,-200000
Mali,MLI,Population growth (annual %),SP.POP.GROW,2.99524671336318
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,15.1959776756079
Malta,MLT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1746000000
Malta,MLT,Net migration,SM.POP.NETM,4501
Malta,MLT,Population growth (annual %),SP.POP.GROW,2.15856348898182
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1454.0375
Marshall Islands,MHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Marshall Islands,MHL,Net migration,SM.POP.NETM,..
Marshall Islands,MHL,Population growth (annual %),SP.POP.GROW,0.114885174558194
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,295.15
Mauritania,MRT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,24000000
Mauritania,MRT,Net migration,SM.POP.NETM,25502
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2.7329585316341
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.28852624429999
Mauritius,MUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2005000000
Mauritius,MUS,Net migration,SM.POP.NETM,0
Mauritius,MUS,Population growth (annual %),SP.POP.GROW,0.0901868114668421
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,622.962068965517
Mexico,MEX,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,22467000000
Mexico,MEX,Net migration,SM.POP.NETM,-300000
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.26439519699852
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,66.4437233467939
"Micronesia, Fed. Sts.",FSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
"Micronesia, Fed. Sts.",FSM,Net migration,SM.POP.NETM,-6000
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,0.57677574959845
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,150.777142857143
Moldova,MDA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,439000000
Moldova,MDA,Net migration,SM.POP.NETM,-14318
Moldova,MDA,Population growth (annual %),SP.POP.GROW,-0.0620696123285471
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,123.654509353119
Monaco,MCO,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Monaco,MCO,Net migration,SM.POP.NETM,..
Monaco,MCO,Population growth (annual %),SP.POP.GROW,0.507812579198862
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,19347.5
Mongolia,MNG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,462000000
Mongolia,MNG,Net migration,SM.POP.NETM,-15001
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,1.58117809169789
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,1.97974136821236
Montenegro,MNE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1109000000
Montenegro,MNE,Net migration,SM.POP.NETM,-2400
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,0.026992851878347
Montenegro,MNE,Population density (people per sq. km of land area),EN.POP.DNST,46.2803717472119
Morocco,MAR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,9086000000
Morocco,MAR,Net migration,SM.POP.NETM,-257096
Morocco,MAR,Population growth (annual %),SP.POP.GROW,1.30336309078287
Morocco,MAR,Population density (people per sq. km of land area),EN.POP.DNST,80.0797221599821
Mozambique,MOZ,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,164000000
Mozambique,MOZ,Net migration,SM.POP.NETM,-25000
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,2.86987986018184
Mozambique,MOZ,Population density (people per sq. km of land area),EN.POP.DNST,37.7283679645973
Myanmar,MMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2279000000
Myanmar,MMR,Net migration,SM.POP.NETM,-99998
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,0.91362397180206
Myanmar,MMR,Population density (people per sq. km of land area),EN.POP.DNST,81.7213955411282
Namibia,NAM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,393000000
Namibia,NAM,Net migration,SM.POP.NETM,-2236
Namibia,NAM,Population growth (annual %),SP.POP.GROW,2.15749565244757
Namibia,NAM,Population density (people per sq. km of land area),EN.POP.DNST,3.0776445723864
Nauru,NRU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Nauru,NRU,Net migration,SM.POP.NETM,..
Nauru,NRU,Population growth (annual %),SP.POP.GROW,4.49547563939486
Nauru,NRU,Population density (people per sq. km of land area),EN.POP.DNST,682.45
Nepal,NPL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,712000000
Nepal,NPL,Net migration,SM.POP.NETM,-350000
Nepal,NPL,Population growth (annual %),SP.POP.GROW,1.10565316918355
Nepal,NPL,Population density (people per sq. km of land area),EN.POP.DNST,204.429703522846
Netherlands,NLD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,20352000000
Netherlands,NLD,Net migration,SM.POP.NETM,80000
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.600297419284211
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,508.544197091125
New Caledonia,NCL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
New Caledonia,NCL,Net migration,SM.POP.NETM,5664
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,1.40394758578176
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,15.3424507658643
New Zealand,NZL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,10583000000
New Zealand,NZL,Net migration,SM.POP.NETM,74403
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,2.12296238197075
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,18.2062967604724
Nicaragua,NIC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,841000000
Nicaragua,NIC,Net migration,SM.POP.NETM,-106342
Nicaragua,NIC,Population growth (annual %),SP.POP.GROW,1.09405499220103
Nicaragua,NIC,Population density (people per sq. km of land area),EN.POP.DNST,51.6667857736414
Niger,NER,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Niger,NER,Net migration,SM.POP.NETM,-28497
Niger,NER,Population growth (annual %),SP.POP.GROW,3.8170926127811
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,16.9553548590827
Nigeria,NGA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2611000000
Nigeria,NGA,Net migration,SM.POP.NETM,-300000
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.59870472229877
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,209.587833371762
North Macedonia,MKD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,331000000
North Macedonia,MKD,Net migration,SM.POP.NETM,-4999
North Macedonia,MKD,Population growth (annual %),SP.POP.GROW,0.0938438236889566
North Macedonia,MKD,Population density (people per sq. km of land area),EN.POP.DNST,82.5995241871531
Northern Mariana Islands,MNP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,..
Northern Mariana Islands,MNP,Population growth (annual %),SP.POP.GROW,0.219666594634541
Northern Mariana Islands,MNP,Population density (people per sq. km of land area),EN.POP.DNST,119.878260869565
Norway,NOR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6515000000
Norway,NOR,Net migration,SM.POP.NETM,140000
Norway,NOR,Population growth (annual %),SP.POP.GROW,0.907207330549304
Norway,NOR,Population density (people per sq. km of land area),EN.POP.DNST,14.4669683558056
Oman,OMN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2791000000
Oman,OMN,Net migration,SM.POP.NETM,605000
Oman,OMN,Population growth (annual %),SP.POP.GROW,4.669194641437
Oman,OMN,Population density (people per sq. km of land area),EN.POP.DNST,14.979844911147
Pakistan,PAK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,875000000
Pakistan,PAK,Net migration,SM.POP.NETM,-1071778
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,1.95408019712084
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,255.572793430884
Palau,PLW,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Palau,PLW,Net migration,SM.POP.NETM,..
Palau,PLW,Population growth (annual %),SP.POP.GROW,1.04553135980469
Palau,PLW,Population density (people per sq. km of land area),EN.POP.DNST,47.2369565217391
Panama,PAN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,6865000000
Panama,PAN,Net migration,SM.POP.NETM,31448
Panama,PAN,Population growth (annual %),SP.POP.GROW,1.58543418106785
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,55.1329970406242
Papua New Guinea,PNG,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,15300000
Papua New Guinea,PNG,Net migration,SM.POP.NETM,-1001
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,2.03446590573128
Papua New Guinea,PNG,Population density (people per sq. km of land area),EN.POP.DNST,18.2201165923243
Paraguay,PRY,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,399000000
Paraguay,PRY,Net migration,SM.POP.NETM,-82365
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,1.27048335443972
Paraguay,PRY,Population density (people per sq. km of land area),EN.POP.DNST,17.1439642587465
Peru,PER,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4573000000
Peru,PER,Net migration,SM.POP.NETM,-179540
Peru,PER,Population growth (annual %),SP.POP.GROW,1.2250705001708
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,25.12928515625
Philippines,PHL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,8349000000
Philippines,PHL,Net migration,SM.POP.NETM,-650000
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.53468335971281
Philippines,PHL,Population density (people per sq. km of land area),EN.POP.DNST,351.873394372338
Poland,POL,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14083000000
Poland,POL,Net migration,SM.POP.NETM,-50002
Poland,POL,Population growth (annual %),SP.POP.GROW,0.0151528861718877
Poland,POL,Population density (people per sq. km of land area),EN.POP.DNST,124.027045298671
Portugal,PRT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,21099000000
Portugal,PRT,Net migration,SM.POP.NETM,-30001
Portugal,PRT,Population growth (annual %),SP.POP.GROW,-0.307810887208188
Portugal,PRT,Population density (people per sq. km of land area),EN.POP.DNST,112.369969552513
Puerto Rico,PRI,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,4090000000
Puerto Rico,PRI,Net migration,SM.POP.NETM,-70002
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,-2.05660023263167
Puerto Rico,PRI,Population density (people per sq. km of land area),EN.POP.DNST,376.23190529876
Qatar,QAT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,15757000000
Qatar,QAT,Net migration,SM.POP.NETM,200000
Qatar,QAT,Population growth (annual %),SP.POP.GROW,2.66503774458275
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,227.322222222222
Romania,ROU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2999000000
Romania,ROU,Net migration,SM.POP.NETM,-150000
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.589445979577618
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,85.1292550417246
Russian Federation,RUS,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14983000000
Russian Federation,RUS,Net migration,SM.POP.NETM,799998
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.105698218493872
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.82311723790932
Rwanda,RWA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,616000000
Rwanda,RWA,Net migration,SM.POP.NETM,-44999
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.41162334022622
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,494.868544791244
Samoa,WSM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,169000000
Samoa,WSM,Net migration,SM.POP.NETM,-12500
Samoa,WSM,Population growth (annual %),SP.POP.GROW,0.671666233544779
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,69.4134275618375
San Marino,SMR,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
San Marino,SMR,Net migration,SM.POP.NETM,..
San Marino,SMR,Population growth (annual %),SP.POP.GROW,0.591566669677813
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,556.666666666667
Sao Tome and Principe,STP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,65900000
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,-4999
Sao Tome and Principe,STP,Population growth (annual %),SP.POP.GROW,2.18543864140561
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,212.840625
Saudi Arabia,SAU,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,14848000000
Saudi Arabia,SAU,Net migration,SM.POP.NETM,590000
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,2.03192507950024
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,15.3223083328294
Senegal,SEN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Senegal,SEN,Net migration,SM.POP.NETM,-99996
Senegal,SEN,Population growth (annual %),SP.POP.GROW,2.80838915230027
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,82.3277774892225
Serbia,SRB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,1705000000
Serbia,SRB,Net migration,SM.POP.NETM,-50000
Serbia,SRB,Population growth (annual %),SP.POP.GROW,-0.512110341897349
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,80.291195975303
Seychelles,SYC,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,585000000
Seychelles,SYC,Net migration,SM.POP.NETM,-1000
Seychelles,SYC,Population growth (annual %),SP.POP.GROW,1.22403375818123
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,208.354347826087
Sierra Leone,SLE,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Sierra Leone,SLE,Net migration,SM.POP.NETM,-21000
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.15373363486272
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,104.699528955389
Singapore,SGP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,19707000000
Singapore,SGP,Net migration,SM.POP.NETM,298448
Singapore,SGP,Population growth (annual %),SP.POP.GROW,0.0885954699924263
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7915.73043612911
Sint Maarten (Dutch part),SXM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,646000000
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,..
Sint Maarten (Dutch part),SXM,Population growth (annual %),SP.POP.GROW,2.8122921985989
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1209.08823529412
Slovak Republic,SVK,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2995000000
Slovak Republic,SVK,Net migration,SM.POP.NETM,4999
Slovak Republic,SVK,Population growth (annual %),SP.POP.GROW,0.167312325554938
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.142512479201
Slovenia,SVN,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,2952000000
Slovenia,SVN,Net migration,SM.POP.NETM,6002
Slovenia,SVN,Population growth (annual %),SP.POP.GROW,0.0825792258051985
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,102.608879460927
Solomon Islands,SLB,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,79000000
Solomon Islands,SLB,Net migration,SM.POP.NETM,-12000
Solomon Islands,SLB,Population growth (annual %),SP.POP.GROW,1.96973237099163
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,21.8414790996785
Somalia,SOM,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
Somalia,SOM,Net migration,SM.POP.NETM,-199788
Somalia,SOM,Population growth (annual %),SP.POP.GROW,2.92188314012906
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,23.5000526030542
South Africa,ZAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,9699000000
South Africa,ZAF,Net migration,SM.POP.NETM,300000
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1.24487837812685
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,46.754285337444
South Sudan,SSD,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,26000000
South Sudan,SSD,Net migration,SM.POP.NETM,150000
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,2.78158564915929
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,..
Spain,ESP,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,68437000000
Spain,ESP,Net migration,SM.POP.NETM,200000
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.18906022421955
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,93.2253514197302
Sri Lanka,LKA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,5083000000
Sri Lanka,LKA,Net migration,SM.POP.NETM,-449999
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,1.13022048648777
Sri Lanka,LKA,Population density (people per sq. km of land area),EN.POP.DNST,341.955031095519
St. Kitts and Nevis,KNA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,354000000
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,..
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,0.951298861162768
St. Kitts and Nevis,KNA,Population density (people per sq. km of land area),EN.POP.DNST,212.865384615385
St. Lucia,LCA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,801000000
St. Lucia,LCA,Net migration,SM.POP.NETM,40
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,0.464610107213174
St. Lucia,LCA,Population density (people per sq. km of land area),EN.POP.DNST,293.186885245902
St. Martin (French part),MAF,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,..
St. Martin (French part),MAF,Net migration,SM.POP.NETM,..
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,0.54936617861992
St. Martin (French part),MAF,Population density (people per sq. km of land area),EN.POP.DNST,590.533088235294
St. Vincent and the Grenadines,VCT,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,217400000
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,-2996
